Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Depth,Magnitude,Sigma
1998,8,26,1,5,26,-13.3380,28.6706,46.65,4.14,1.00
1998,8,27,19,53,22,-7.7786,23.1770,32.52,4.17,1.00
1998,9,8,16,33,13,-16.7618,23.4381,33.08,4.02,1.00
1998,9,9,13,7,19,-5.4397,22.1836,15.32,4.23,1.00
1998,9,11,19,41,34,-3.4141,24.7152,20.06,4.11,1.00
1998,9,18,8,41,50,-6.4714,20.2507,46.64,4.58,1.00
1998,9,19,1,6,57,-12.4240,22.7188,17.02,5.51,1.00
1998,9,19,6,18,38,-8.3963,21.6942,32.64,4.24,1.00
1998,9,19,14,14,24,-18.2301,25.9489,41.90,4.83,1.00
1998,9,19,16,43,5,-17.4133,27.3259,29.71,4.06,1.00
1998,9,20,20,51,58,-8.8585,26.3781,49.28,4.10,1.00
1998,9,21,2,16,19,-17.0495,24.4044,8.70,4.43,1.00
1998,9,22,3,18,1,-3.2084,24.8167,40.83,4.18,1.00
1998,9,22,21,13,44,-8.3247,21.0096,38.91,4.38,1.00
1998,9,28,23,35,36,-7.9354,23.3248,18.54,4.24,1.00
1998,9,29,16,17,38,-5.2232,26.1241,22.81,4.06,1.00
1998,9,30,19,8,25,-13.9854,20.3531,13.71,4.43,1.00
1998,10,3,0,31,4,-19.3743,25.0862,15.79,4.50,1.00
1998,10,3,20,20,23,-16.8590,28.8490,30.93,4.10,1.00
1998,10,7,2,45,31,-11.9788,22.0049,15.62,4.18,1.00
1998,10,7,3,16,4,-14.0014,26.2667,24.55,4.18,1.00
1998,10,12,18,0,38,-14.8625,25.0875,5.99,4.04,1.00
1998,10,15,23,19,36,-16.2455,21.3935,2.33,4.12,1.00
1998,10,19,17,22,27,-19.9013,22.0433,33.34,4.19,1.00
1998,10,20,0,59,57,-14.5468,25.9063,36.26,4.85,1.00
1998,10,21,9,36,58,-16.1517,22.0147,14.33,4.04,1.00
1998,10,23,0,12,11,-1.8354,23.7363,36.45,4.11,1.00
1998,10,25,13,0,50,-13.5944,29.6396,11.43,4.42,1.00
1998,10,26,10,6,32,-14.4558,22.9772,39.68,4.04,1.00
1998,11,4,19,15,23,-15.7015,20.1510,18.99,4.31,1.00
1998,11,7,6,39,56,-13.5868,29.8782,20.61,4.60,1.00
1998,11,9,6,32,31,-13.7989,20.7628,30.63,5.16,1.00
1998,11,12,0,8,20,-19.2468,25.9807,7.52,4.48,1.00
1998,11,16,17,31,29,-9.1259,22.5198,16.38,4.35,1.00
1998,11,18,23,31,9,-7.8816,23.7741,19.92,5.53,1.00
1998,11,19,12,12,28,-14.0993,22.2219,37.31,4.22,1.00
1998,11,23,20,0,34,-19.7393,24.7628,15.62,4.00,1.00
1998,11,24,5,46,42,-11.5078,23.6882,16.64,4.46,1.00
1998,11,26,17,47,8,-10.6769,29.4335,42.04,4.52,1.00
1998,11,26,22,16,11,-9.6304,29.3202,11.41,4.41,1.00
1998,11,27,14,31,55,-8.6963,26.8453,22.04,4.40,1.00
1998,11,29,8,48,21,-2.8334,22.6410,15.61,5.28,1.00
1998,11,29,10,11,19,-7.9638,21.9397,48.12,4.47,1.00
1998,11,29,10,57,13,-7.3072,24.9284,11.18,4.07,1.00
1998,11,30,10,8,10,-0.4506,23.9438,37.92,4.19,1.00
1998,12,2,3,51,25,-12.3332,24.7653,23.00,4.56,1.00
1998,12,5,21,42,50,-14.6931,23.5502,38.63,4.36,1.00
1998,12,8,8,35,59,-16.4186,22.6044,9.49,4.48,1.00
1998,12,8,14,51,10,-10.4159,20.7781,10.32,4.10,1.00
1998,12,11,0,0,53,-9.6943,27.3339,13.93,4.10,1.00
1998,12,12,12,50,23,-15.7811,21.3230,14.91,4.29,1.00
1998,12,15,3,20,8,-12.8123,23.5047,2.45,4.65,1.00
1998,12,15,3,26,21,-3.3867,24.1753,8.33,4.05,1.00
1998,12,19,20,37,31,-19.0399,20.3668,0.39,5.72,1.00
1998,12,20,21,32,16,-3.2203,26.3652,45.17,5.15,1.00
1998,12,21,23,14,24,-6.7044,27.3480,17.81,4.22,1.00
1998,12,22,21,24,50,-13.2336,26.6488,20.54,4.67,1.00
1998,12,25,4,16,7,-3.8998,26.3928,32.44,4.13,1.00
1998,12,25,5,18,47,-16.3697,29.8833,13.66,4.12,1.00
1998,12,25,8,1,28,-18.4600,28.9305,36.71,4.25,1.00
1998,12,26,23,53,48,-1.8280,25.7816,24.34,4.34,1.00
1998,12,27,0,24,6,-18.0321,26.7049,29.02,4.61,1.00
1998,12,29,0,45,3,-19.2245,28.9929,43.02,4.64,1.00
1998,12,29,3,14,24,-11.6080,25.0361,49.51,4.12,1.00
1999,1,3,7,22,0,-12.6927,23.3061,35.02,4.88,1.00
1999,1,5,7,44,34,-8.8594,25.7230,9.42,4.28,1.00
1999,1,7,23,37,7,-2.1689,22.6216,39.75,4.04,1.00
1999,1,8,2,12,26,-14.6085,23.7940,20.74,5.82,1.00
1999,1,8,18,46,51,-6.2158,24.1105,5.83,5.32,1.00
1999,1,12,0,43,16,-8.4152,22.8746,18.85,4.48,1.00
1999,1,20,14,18,46,-5.3628,20.7648,15.85,4.08,1.00
1999,1,21,14,2,31,-5.8900,23.6462,42.08,4.40,1.00
1999,1,22,13,53,0,-12.4506,22.3785,28.22,4.05,1.00
1999,1,27,16,43,39,-3.7358,25.7880,2.33,4.63,1.00
1999,1,28,15,15,28,-11.9909,28.6072,26.28,4.03,1.00
1999,2,4,19,35,29,-11.1115,29.2274,38.10,4.23,1.00
1999,2,9,4,9,44,-13.3395,22.2776,18.88,4.06,1.00
1999,2,9,14,16,56,-6.9724,23.0606,29.33,4.15,1.00
1999,2,10,19,27,0,-7.7948,27.3956,5.99,4.24,1.00
1999,2,12,2,28,30,-8.1866,28.4895,17.57,4.20,1.00
1999,2,15,10,40,47,-19.1458,21.8981,37.07,4.11,1.00
1999,2,15,23,54,25,-8.8977,20.8532,44.15,4.13,1.00
1999,2,17,11,21,32,-18.1755,25.7117,27.21,4.60,1.00
1999,2,17,16,25,9,-3.9139,26.4769,32.58,4.73,1.00
1999,2,18,18,46,34,-10.5872,22.8512,27.05,4.13,1.00
1999,2,22,0,41,45,-17.3186,29.2359,23.39,4.21,1.00
1999,2,23,21,52,6,-19.8554,21.9964,44.36,4.77,1.00
1999,2,26,1,32,40,-14.8353,26.5027,43.88,5.16,1.00
1999,2,26,4,15,20,-6.3591,21.8522,12.19,4.52,1.00
1999,2,26,17,36,53,-10.3986,22.6799,48.89,5.39,1.00
1999,2,27,10,18,54,-11.3635,26.0930,1.07,4.39,1.00
1999,2,28,20,41,52,-0.1303,23.5656,16.13,4.19,1.00
1999,3,2,22,54,27,-5.2655,25.0012,43.27,4.04,1.00
1999,3,5,12,58,41,-8.7581,21.2272,31.83,4.67,1.00
1999,3,9,1,45,56,-1.8455,20.2192,13.53,4.19,1.00
1999,3,9,16,0,37,-6.2764,24.3529,31.75,4.99,1.00
1999,3,10,2,37,15,-16.7342,24.7950,18.39,4.35,1.00
1999,3,15,14,38,30,-2.9572,25.9587,19.41,4.10,1.00
1999,3,17,2,58,19,-8.4613,20.4111,43.21,4.12,1.00
1999,3,18,6,41,1,-6.8936,25.9488,41.12,4.13,1.00
1999,3,18,15,49,48,-14.4844,27.5693,0.81,4.15,1.00
1999,3,18,18,32,13,-10.8519,28.9661,48.77,4.02,1.00
1999,3,23,1,23,9,-11.4374,21.1677,49.23,4.16,1.00
1999,3,23,5,54,38,-3.6897,26.1877,46.74,4.66,1.00
1999,3,28,3,4,20,-12.6984,27.6410,39.98,4.09,1.00
1999,3,28,4,47,2,-15.5669,22.1175,4.17,4.21,1.00
1999,3,29,2,4,26,-7.8833,25.3926,24.00,4.09,1.00
1999,3,29,3,21,11,-1.5332,23.3721,46.46,4.18,1.00
1999,3,29,4,56,47,-14.8325,28.0503,23.64,5.52,1.00
1999,3,29,11,23,27,-19.0322,23.1960,22.69,4.95,1.00
1999,3,31,10,43,23,-10.1569,28.4639,40.66,4.00,1.00
1999,4,1,4,35,7,-18.6515,23.2871,36.84,4.36,1.00
1999,4,7,23,18,55,-19.6538,27.7962,16.63,4.38,1.00
1999,4,9,8,37,30,-4.9579,25.0639,42.51,4.28,1.00
1999,4,11,6,34,14,-14.8349,20.9740,22.93,4.69,1.00
1999,4,11,18,28,41,-3.2226,21.1465,40.48,4.05,1.00
1999,4,12,17,28,34,-12.5704,23.0308,32.31,4.23,1.00
1999,4,24,12,10,28,-3.9141,26.5983,7.97,4.37,1.00
1999,4,25,14,46,17,-19.7387,24.8693,37.56,4.99,1.00
1999,4,27,2,31,23,-12.1670,26.6411,19.01,5.82,1.00
1999,5,6,9,6,50,-5.6020,22.9893,34.06,4.82,1.00
1999,5,6,18,38,10,-10.7947,26.1442,6.30,4.31,1.00
1999,5,7,10,57,5,-9.0140,28.1410,40.33,5.34,1.00
1999,5,10,0,56,48,-7.0247,28.4797,8.76,4.11,1.00
1999,5,11,19,18,17,-19.0321,29.8895,10.67,4.14,1.00
1999,5,12,17,23,28,-8.6708,28.4749,18.78,4.16,1.00
1999,5,18,18,9,33,-7.7111,26.0944,1.59,4.13,1.00
1999,5,19,16,30,59,-17.6186,22.6218,36.07,4.18,1.00
1999,5,20,19,24,16,-2.5599,22.3303,25.15,4.78,1.00
1999,5,21,22,37,36,-1.1624,23.6234,40.00,4.33,1.00
1999,5,27,7,57,21,-6.4439,26.1960,29.47,4.37,1.00
1999,5,28,22,55,23,-6.4443,21.4380,6.93,4.66,1.00
1999,5,30,11,25,29,-9.1054,29.0949,35.54,4.37,1.00
1999,5,30,18,50,18,-6.4845,23.0122,38.53,4.03,1.00
1999,6,3,4,21,44,-16.7709,20.1225,13.59,5.43,1.00
1999,6,3,19,55,39,-9.2663,27.1873,44.47,4.11,1.00
1999,6,4,17,10,47,-4.3419,20.8967,14.08,4.97,1.00
1999,6,5,9,45,53,-17.7589,20.5394,15.94,4.13,1.00
1999,6,9,2,13,15,-16.4375,25.3251,27.57,4.74,1.00
1999,6,10,8,46,19,-18.2106,20.1840,22.94,4.71,1.00
1999,6,13,21,50,32,-10.4367,23.2492,45.97,4.07,1.00
1999,6,14,5,34,30,-19.5436,29.2407,48.13,5.76,1.00
1999,6,14,11,14,6,-6.8290,20.2701,48.41,4.01,1.00
1999,6,17,19,54,30,-3.3088,23.3031,18.10,4.19,1.00
1999,6,18,15,35,30,-4.1613,26.9246,31.40,4.88,1.00
1999,6,18,17,57,0,-6.3608,26.2230,38.64,4.38,1.00
1999,6,19,16,39,49,-7.3329,22.7472,49.05,4.04,1.00
1999,6,20,0,34,49,-2.2743,21.1271,6.93,4.06,1.00
1999,6,23,18,45,9,-8.2610,26.6566,47.58,4.14,1.00
1999,6,25,4,23,54,-1.9861,24.3769,39.01,4.18,1.00
1999,6,28,11,6,46,-3.7925,25.7982,14.98,4.48,1.00
1999,6,29,21,49,2,-6.8296,25.7679,6.00,4.03,1.00
1999,7,1,21,48,12,-8.9793,24.2376,40.06,4.04,1.00
1999,7,7,18,36,0,-4.2259,26.4988,48.21,4.40,1.00
1999,7,7,23,54,35,-2.5642,23.9811,8.71,4.25,1.00
1999,7,9,4,37,54,-14.3102,28.7008,0.54,4.54,1.00
1999,7,12,4,14,35,-17.3758,24.3306,9.11,4.66,1.00
1999,7,15,6,27,50,-18.5435,24.8204,41.64,4.00,1.00
1999,7,17,2,48,31,-14.3748,27.2881,47.56,4.41,1.00
1999,7,19,19,25,16,-6.9898,25.0662,37.05,4.28,1.00
1999,7,22,3,34,42,-14.1928,26.6711,10.52,4.41,1.00
1999,7,23,20,9,56,-5.1216,24.9879,22.00,4.62,1.00
1999,7,24,12,44,2,-5.7349,24.6748,28.16,4.42,1.00
1999,7,27,2,50,20,-0.2885,21.4120,46.25,4.14,1.00
1999,7,30,9,31,13,-19.4670,22.6043,39.96,4.52,1.00
1999,7,31,19,7,20,-2.5519,23.3903,29.35,4.06,1.00
1999,8,1,4,7,24,-12.1224,23.3958,0.72,4.72,1.00
1999,8,2,16,5,24,-17.5937,25.3200,38.48,4.04,1.00
1999,8,6,0,25,32,-15.3156,22.9600,15.54,4.73,1.00
1999,8,7,1,3,15,-17.7351,29.1511,2.18,4.54,1.00
1999,8,7,13,6,25,-1.0034,20.7272,46.51,4.34,1.00
1999,8,8,0,36,18,-18.4373,25.5803,36.78,4.13,1.00
1999,8,9,1,16,1,-2.7084,23.6004,28.21,4.02,1.00
1999,8,9,6,10,16,-7.6929,20.7487,11.11,4.08,1.00
1999,8,16,19,0,50,-1.0045,23.8902,22.07,5.65,1.00
1999,8,17,16,37,40,-1.4793,25.6001,17.08,4.80,1.00
1999,8,18,23,53,37,-4.5725,21.4208,49.07,4.77,1.00
1999,8,19,17,32,2,-3.2987,21.5346,13.97,4.24,1.00
1999,8,21,17,58,44,-9.0773,29.0683,7.55,4.76,1.00
1999,8,24,4,10,51,-8.9944,24.5040,4.56,4.24,1.00
1999,8,25,15,27,20,-17.5493,22.7012,16.18,4.13,1.00
1999,8,26,3,12,23,-4.0674,24.1428,48.60,4.19,1.00
1999,8,26,20,31,4,-0.5818,25.1432,45.16,4.52,1.00
1999,8,26,20,41,5,-2.5465,23.3457,35.46,4.28,1.00
1999,8,28,19,44,43,-5.7476,20.2039,0.57,4.84,1.00
1999,8,29,22,18,14,-17.0694,27.6517,19.09,4.21,1.00
1999,9,3,7,31,6,-7.3006,25.7881,15.79,4.03,1.00
1999,9,3,21,55,34,-5.2984,24.7075,32.06,5.98,1.00
1999,9,6,21,26,21,-13.6065,26.1975,10.38,4.14,1.00
1999,9,7,3,54,56,-5.9830,21.6668,1.44,4.47,1.00
1999,9,11,15,43,33,-5.9252,22.4584,15.88,4.46,1.00
1999,9,12,8,36,28,-13.8391,25.6108,18.77,4.50,1.00
1999,9,14,10,16,26,-19.3067,27.9871,36.65,4.92,1.00
1999,9,19,16,51,21,-14.5857,23.6301,14.64,4.22,1.00
1999,9,22,5,29,20,-3.8012,20.4856,14.75,5.11,1.00
1999,9,22,8,49,27,-10.9109,29.0195,19.18,4.09,1.00
1999,9,22,18,43,29,-14.5350,29.3958,1.38,4.30,1.00
1999,9,22,20,40,11,-16.0090,22.7717,24.01,4.53,1.00
1999,9,23,22,31,9,-12.2606,28.3778,38.26,4.19,1.00
1999,9,27,13,29,6,-4.8083,26.4879,49.29,4.53,1.00
1999,9,28,16,32,6,-8.2762,28.2650,3.40,4.49,1.00
1999,10,1,2,4,4,-15.3893,27.3799,9.93,4.10,1.00
1999,10,2,8,18,41,-14.7003,24.4641,12.39,4.09,1.00
1999,10,2,23,46,17,-19.4541,26.7879,34.54,4.05,1.00
1999,10,12,12,5,15,-6.6786,26.4759,24.87,4.02,1.00
1999,10,14,6,18,16,-11.7075,25.2308,48.25,4.08,1.00
1999,10,17,16,8,46,-0.8146,22.9461,10.94,4.02,1.00
1999,10,21,9,44,27,-13.4657,23.0379,9.79,4.15,1.00
1999,10,21,9,55,51,-16.1627,26.8490,39.64,4.35,1.00
1999,10,23,2,5,16,-7.1237,22.0548,4.23,4.22,1.00
1999,10,26,2,36,4,-10.5434,26.7123,12.05,4.01,1.00
1999,10,28,17,19,38,-18.1658,27.3282,14.73,4.02,1.00
1999,10,31,6,55,24,-2.6594,24.5217,13.21,4.64,1.00
1999,11,2,2,29,3,-19.1746,22.8390,35.28,4.16,1.00
1999,11,2,13,55,3,-1.5934,23.2876,21.43,4.81,1.00
1999,11,3,20,34,10,-6.3482,24.3592,46.84,4.55,1.00
1999,11,4,14,33,37,-10.8288,28.2221,33.23,5.31,1.00
1999,11,10,11,24,47,-13.1459,25.4601,8.12,4.02,1.00
1999,11,11,18,35,17,-4.7605,25.3396,39.72,4.85,1.00
1999,11,13,14,51,2,-7.0462,23.0640,38.76,4.74,1.00
1999,11,13,22,33,38,-12.2658,24.4270,32.50,4.03,1.00
1999,11,15,4,34,26,-10.6266,28.5548,33.75,4.41,1.00
1999,11,17,4,41,49,-5.7473,27.3245,46.87,4.04,1.00
1901,7,15,6,26,41,-16.0037,23.9963,30.49,6.16,1.00
1909,5,14,12,18,0,-15.5866,24.4134,16.36,6.38,1.00
1914,12,8,12,8,40,-12.0576,27.9424,29.35,6.09,1.00
1915,8,21,0,0,24,-17.3238,22.6762,16.49,6.73,1.00
1933,11,8,12,54,3,-17.2218,22.7782,30.31,6.52,1.00
1935,8,3,10,48,11,-16.4017,23.5983,10.79,6.69,1.00
1939,11,25,20,40,13,-15.5657,24.4343,16.66,5.83,1.00
1941,3,20,20,39,10,-15.3344,24.6656,16.51,5.61,1.00
1945,10,24,12,28,13,-14.5680,25.4320,41.69,6.98,1.00
1947,4,29,15,47,14,-15.4784,24.5216,18.35,5.74,1.00
1952,2,17,20,48,34,-13.1455,26.8545,20.17,5.01,1.00
1952,3,1,5,10,42,-15.5306,24.4694,26.73,5.37,1.00
1952,4,18,14,36,36,-13.6413,26.3587,20.22,5.07,1.00
1956,3,30,13,46,8,-17.4397,22.5603,36.33,5.31,1.00
1957,10,16,17,43,37,-15.9723,24.0277,17.89,5.25,1.00
1957,11,22,7,25,37,-14.4288,25.5712,16.88,5.03,1.00
1958,2,2,15,28,19,-12.9932,27.0068,25.31,5.22,1.00
1959,10,6,23,38,39,-16.6103,23.3897,7.46,5.03,1.00
1965,12,27,20,55,15,-15.0284,24.9716,42.06,5.18,1.00
1966,9,13,2,38,27,-14.1512,25.8488,20.38,5.56,1.00
1968,12,9,13,53,20,-15.6373,24.3627,10.28,6.56,1.00
1970,1,14,13,44,26,-15.9713,24.0287,49.74,4.41,1.00
1970,2,28,4,42,33,-15.2770,24.7230,12.96,4.12,1.00
1970,3,8,3,29,36,-16.1299,23.8701,15.42,4.50,1.00
1970,6,11,2,22,41,-13.9861,26.0139,42.71,4.39,1.00
1970,6,14,5,19,22,-14.0281,25.9719,11.81,4.14,1.00
1970,6,24,17,50,18,-16.0868,23.9132,9.55,4.04,1.00
1970,12,30,20,16,29,-13.7011,26.2989,6.37,4.67,1.00
1971,1,14,15,35,2,-17.9922,22.0078,7.17,4.19,1.00
1971,8,6,8,2,54,-17.5775,22.4225,40.44,4.01,1.00
1971,8,27,10,47,11,-12.2299,27.7701,36.84,4.22,1.00
1971,11,10,9,2,38,-14.7889,25.2111,2.47,5.25,1.00
1972,4,9,21,46,48,-17.2882,22.7118,19.78,4.12,1.00
1972,6,3,20,59,52,-15.9451,24.0549,17.35,4.01,1.00
1972,6,28,2,6,54,-14.0361,25.9639,26.40,4.28,1.00
1972,7,7,6,51,19,-17.6383,22.3617,21.04,4.07,1.00
1972,9,30,11,50,19,-14.8218,25.1782,19.24,4.47,1.00
1972,11,16,2,17,10,-17.5438,22.4562,2.13,4.29,1.00
1972,11,19,11,40,57,-17.2629,22.7371,43.25,4.47,1.00
1972,12,12,13,32,28,-12.6103,27.3897,11.25,4.27,1.00
1972,12,30,21,21,26,-12.3516,27.6484,49.54,5.08,1.00
1973,1,22,8,28,49,-17.2378,22.7622,39.82,4.10,1.00
1973,5,6,19,31,42,-17.1715,22.8285,36.90,4.71,1.00
1973,5,10,0,35,8,-16.7252,23.2748,13.14,4.01,1.00
1973,6,3,19,17,40,-13.6497,26.3503,40.76,4.08,1.00
1973,8,25,1,11,24,-13.1108,26.8892,29.79,4.34,1.00
1973,9,15,7,28,33,-17.6868,22.3132,1.39,6.17,1.00
1973,10,5,4,27,13,-14.8405,25.1595,36.59,4.04,1.00
1973,10,16,15,53,43,-13.1962,26.8038,19.66,4.16,1.00
1973,10,24,0,20,10,-12.2087,27.7913,7.99,4.31,1.00
1973,12,6,1,29,27,-13.4312,26.5688,29.86,4.01,1.00
1974,1,2,0,34,46,-13.1062,26.8938,29.31,4.09,1.00
1974,1,22,13,9,11,-12.4981,27.5019,39.77,4.16,1.00
1974,8,5,9,50,48,-15.4685,24.5315,7.18,4.41,1.00
1974,9,13,6,45,23,-13.0947,26.9053,45.79,4.31,1.00
1974,10,30,6,32,39,-16.8077,23.1923,8.55,4.19,1.00
1975,2,11,11,14,49,-15.0333,24.9667,13.59,4.05,1.00
1975,3,28,14,4,6,-12.1800,27.8200,41.76,4.03,1.00
1975,4,18,0,31,33,-17.8126,22.1874,40.00,4.06,1.00
1975,4,25,17,9,10,-13.7656,26.2344,6.48,4.17,1.00
1975,4,28,14,32,6,-13.0022,26.9978,38.11,4.25,1.00
1975,4,29,17,9,43,-13.5808,26.4192,49.93,5.18,1.00
1975,5,4,14,49,17,-14.1017,25.8983,34.85,4.28,1.00
1975,5,31,15,58,21,-14.2793,25.7207,18.54,4.05,1.00
1975,7,21,19,57,50,-14.7350,25.2650,23.81,4.73,1.00
1975,8,19,21,52,24,-16.1501,23.8499,9.97,4.14,1.00
1975,9,5,16,43,4,-17.1596,22.8404,2.36,4.54,1.00
1975,11,25,2,10,31,-13.7541,26.2459,7.89,4.06,1.00
1976,3,8,17,3,3,-14.7262,25.2738,45.19,4.93,1.00
1976,6,20,18,42,46,-12.6480,27.3520,39.14,4.11,1.00
1976,10,6,11,51,40,-12.8110,27.1890,11.72,4.06,1.00
1976,10,10,8,23,4,-13.7878,26.2122,26.40,4.27,1.00
1976,10,22,4,22,55,-13.9212,26.0788,21.95,5.13,1.00
1976,12,14,21,9,49,-12.1164,27.8836,15.42,4.37,1.00
1977,1,27,14,7,20,-16.9680,23.0320,18.34,4.33,1.00
1977,1,30,6,42,12,-16.8245,23.1755,8.15,4.08,1.00
1977,2,14,15,10,27,-14.2954,25.7046,40.85,4.59,1.00
1977,9,13,13,48,11,-12.6639,27.3361,18.86,4.32,1.00
1977,9,16,11,35,3,-16.1922,23.8078,24.25,4.72,1.00
1977,9,30,14,5,25,-17.4594,22.5406,2.11,4.05,1.00
1977,11,24,12,8,41,-17.5012,22.4988,34.06,4.15,1.00
1977,11,26,6,48,30,-13.6933,26.3067,36.89,4.09,1.00
1977,12,23,9,34,7,-12.2997,27.7003,13.49,4.58,1.00
1978,4,24,15,17,9,-17.7866,22.2134,39.70,4.13,1.00
1978,4,28,7,44,5,-13.3274,26.6726,27.81,4.10,1.00
1978,5,5,18,50,51,-15.8976,24.1024,22.01,5.19,1.00
1978,5,17,19,1,3,-17.9923,22.0077,31.16,4.16,1.00
1978,7,21,13,7,0,-13.1517,26.8483,35.26,4.17,1.00
1978,8,3,22,0,9,-14.6833,25.3167,35.69,4.49,1.00
1978,8,23,0,15,59,-15.2564,24.7436,7.25,6.67,1.00
1978,8,24,6,15,22,-17.9967,22.0033,32.76,4.23,1.00
1978,9,29,4,51,38,-13.3046,26.6954,14.18,4.21,1.00
1978,10,16,16,0,53,-15.4603,24.5397,0.84,4.30,1.00
1978,10,17,10,48,32,-12.4819,27.5181,33.74,4.03,1.00
1978,11,12,23,55,11,-17.4425,22.5575,3.68,4.12,1.00
1978,12,18,10,59,52,-14.5964,25.4036,22.19,4.24,1.00
1979,1,10,14,38,39,-12.1501,27.8499,43.74,4.10,1.00
1979,2,26,16,48,48,-16.7149,23.2851,40.67,4.67,1.00
1979,5,5,4,54,10,-12.1876,27.8124,16.58,4.40,1.00
1979,5,14,16,19,56,-13.3881,26.6119,31.37,4.03,1.00
1979,5,16,3,6,4,-16.7070,23.2930,43.61,5.36,1.00
1979,6,23,20,3,3,-13.5578,26.4422,14.82,4.03,1.00
1979,9,21,18,46,32,-16.3201,23.6799,27.90,4.17,1.00
1979,10,2,20,3,43,-13.6459,26.3541,14.11,5.15,1.00
1979,10,8,2,16,46,-17.2838,22.7162,3.72,4.31,1.00
1979,11,22,5,16,39,-17.2245,22.7755,7.55,5.25,1.00
1980,1,20,8,12,20,-17.3134,22.6866,27.47,4.04,1.00
1980,1,27,17,54,26,-17.2843,22.7157,0.87,4.69,1.00
1980,2,18,1,52,50,-13.6969,26.3031,7.85,4.88,1.00
1980,3,6,16,28,52,-13.2025,26.7975,46.40,4.14,1.00
1980,4,21,16,39,47,-17.2738,22.7262,44.78,4.31,1.00
1980,6,12,12,49,10,-16.3939,23.6061,15.16,4.04,1.00
1980,7,7,8,50,31,-16.1971,23.8029,30.17,4.01,1.00
1980,7,8,16,23,24,-12.5746,27.4254,2.45,4.07,1.00
1980,9,7,4,26,32,-12.8144,27.1856,2.62,4.40,1.00
1980,10,2,1,11,57,-13.9454,26.0546,47.89,4.57,1.00
1980,10,21,18,13,33,-17.8903,22.1097,39.79,4.59,1.00
1980,11,23,17,40,36,-13.1983,26.8017,40.99,4.10,1.00
1980,12,31,8,24,29,-16.8313,23.1687,42.48,4.41,1.00
1981,1,8,4,15,56,-16.0956,23.9044,5.60,4.35,1.00
1981,1,14,4,2,22,-17.7373,22.2627,16.55,4.03,1.00
1981,1,14,7,13,11,-13.7988,26.2012,20.02,4.03,1.00
1981,1,27,17,1,37,-17.5659,22.4341,27.89,4.01,1.00
1981,3,23,6,39,18,-13.7424,26.2576,43.82,4.94,1.00
1981,3,25,19,25,59,-13.6964,26.3036,27.87,4.20,1.00
1981,5,17,0,51,56,-12.6978,27.3022,13.79,4.97,1.00
1981,6,21,9,20,51,-15.8143,24.1857,12.38,4.16,1.00
1981,7,17,8,46,21,-14.4468,25.5532,22.15,4.00,1.00
1981,11,16,13,57,7,-17.1762,22.8238,26.07,4.08,1.00
1981,11,23,21,46,43,-13.7118,26.2882,14.37,4.29,1.00
1981,12,29,12,57,54,-15.3831,24.6169,3.44,4.53,1.00
1982,1,7,23,33,35,-13.2772,26.7228,41.12,4.48,1.00
1982,1,28,19,44,10,-14.7293,25.2707,1.08,4.36,1.00
1982,2,21,13,28,32,-13.9813,26.0187,23.29,4.05,1.00
1982,6,6,11,11,34,-12.7392,27.2608,25.83,4.28,1.00
1982,7,29,17,37,52,-12.5025,27.4975,4.85,4.26,1.00
1982,8,2,9,45,25,-17.4730,22.5270,2.43,4.27,1.00
1982,8,29,4,48,46,-14.5396,25.4604,6.73,4.02,1.00
1982,9,16,9,13,28,-12.8264,27.1736,21.51,4.26,1.00
1982,11,19,11,42,18,-13.2570,26.7430,4.16,4.73,1.00
1983,1,4,21,24,20,-16.0692,23.9308,38.86,4.25,1.00
1983,1,5,13,6,36,-17.1396,22.8604,48.64,4.70,1.00
1983,3,6,18,52,49,-12.1690,27.8310,43.75,4.47,1.00
1983,5,9,7,37,15,-15.9157,24.0843,37.21,4.06,1.00
1983,5,27,17,50,0,-16.3697,23.6303,27.20,4.85,1.00
1983,6,16,7,39,31,-15.5963,24.4037,8.59,4.00,1.00
1983,7,24,7,15,30,-16.9734,23.0266,8.49,4.16,1.00
1983,8,4,6,6,6,-14.2413,25.7587,23.59,4.32,1.00
1983,8,5,10,55,31,-14.0666,25.9334,40.25,4.35,1.00
1983,9,20,6,15,38,-14.9949,25.0051,39.70,4.16,1.00
1983,10,7,14,21,7,-13.3926,26.6074,23.88,4.21,1.00
1983,10,17,14,31,15,-17.1966,22.8034,17.02,4.45,1.00
1983,12,14,7,33,46,-12.7178,27.2822,17.98,5.45,1.00
1984,2,7,6,0,24,-13.9179,26.0821,30.80,4.41,1.00
1984,3,9,20,3,58,-16.3464,23.6536,6.90,4.54,1.00
1984,3,26,4,44,38,-14.4540,25.5460,4.48,4.02,1.00
1984,9,15,23,54,46,-12.8034,27.1966,1.36,4.24,1.00
1984,12,5,17,59,4,-13.9235,26.0765,26.12,4.01,1.00
1985,1,2,6,50,20,-15.9261,24.0739,43.10,4.32,1.00
1985,1,30,16,42,21,-14.2009,25.7991,32.33,4.22,1.00
1985,1,31,3,46,13,-12.8035,27.1965,22.72,5.48,1.00
1985,2,13,23,49,40,-12.2563,27.7437,23.72,4.58,1.00
1985,5,4,17,40,4,-16.1689,23.8311,47.43,4.84,1.00
1985,5,7,10,42,19,-16.8914,23.1086,48.99,4.36,1.00
